Image_Path,x1,y1,x2,y2,class
Data\Train\Images\3769_1.jpg,0.304,0.268,0.676,0.748,1
Data\Train\Images\3770_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3770_1.jpg,0.308,0.28,0.736,0.804,1
Data\Train\Images\3771_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3772_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3773_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3773_1.jpg,0.284,0.288,0.632,0.74,1
Data\Train\Images\3774_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3775_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3776_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3776_1.jpg,0.296,0.304,0.636,0.736,1
Data\Train\Images\3777_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3779_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3780_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3781_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3783_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3783_1.jpg,0.332,0.28,0.696,0.736,1
Data\Train\Images\3784_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3784_1.jpg,0.288,0.3,0.648,0.744,1
Data\Train\Images\3785_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3787_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3788_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3788_1.jpg,0.296,0.272,0.644,0.712,1
Data\Train\Images\3789_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\378_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3790_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3790_1.jpg,0.308,0.268,0.668,0.732,1
Data\Train\Images\3791_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3792_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3793_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3793_1.jpg,0.324,0.292,0.68,0.74,1
Data\Train\Images\3794_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3794_1.jpg,0.268,0.264,0.648,0.744,1
Data\Train\Images\3795_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3796_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3797_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3798_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3799_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3800_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3801_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3801_1.jpg,0.328,0.196,0.86,0.896,1
Data\Train\Images\3802_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3802_1.jpg,0.304,0.276,0.66,0.736,1
Data\Train\Images\3803_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3803_1.jpg,0.364,0.276,0.736,0.748,1
Data\Train\Images\3804_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3805_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3805_1.jpg,0.316,0.236,0.732,0.772,1
Data\Train\Images\3807_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3809_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\380_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3810_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3810_1.jpg,0.308,0.256,0.676,0.732,1
Data\Train\Images\3811_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3811_1.jpg,0.328,0.248,0.704,0.74,1
Data\Train\Images\3812_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3812_1.jpg,0.316,0.268,0.68,0.768,1
Data\Train\Images\3813_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3813_1.jpg,0.34,0.288,0.712,0.76,1
Data\Train\Images\3814_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3815_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3816_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3817_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3818_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3818_1.jpg,0.368,0.272,0.724,0.764,1
Data\Train\Images\3819_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3819_1.jpg,0.348,0.296,0.696,0.724,1
Data\Train\Images\381_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\381_1.jpg,0.324,0.276,0.68,0.724,1
Data\Train\Images\3821_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3821_1.jpg,0.256,0.256,0.688,0.84,1
Data\Train\Images\3822_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3822_1.jpg,0.364,0.288,0.7,0.716,1
Data\Train\Images\3824_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3824_1.jpg,0.316,0.28,0.664,0.756,1
Data\Train\Images\3825_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3827_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3828_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3829_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3829_1.jpg,0.332,0.28,0.672,0.732,1
Data\Train\Images\382_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\382_1.jpg,0.336,0.276,0.664,0.728,1
Data\Train\Images\3830_1.jpg,0.324,0.28,0.668,0.728,1
Data\Train\Images\3831_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3831_1.jpg,0.336,0.248,0.704,0.724,1
Data\Train\Images\3832_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3832_1.jpg,0.316,0.268,0.688,0.744,1
Data\Train\Images\3833_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3834_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3835_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3835_1.jpg,0.272,0.256,0.656,0.748,1
Data\Train\Images\3836_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3837_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3838_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3839_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3839_1.jpg,0.272,0.32,0.632,0.752,1
Data\Train\Images\383_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3840_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3841_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3842_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3843_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3844_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3845_1.jpg,0.3,0.276,0.664,0.784,1
Data\Train\Images\3846_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3847_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3847_1.jpg,0.272,0.264,0.604,0.708,1
Data\Train\Images\3848_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3848_1.jpg,0.352,0.308,0.684,0.736,1
Data\Train\Images\3849_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3849_1.jpg,0.336,0.244,0.7,0.732,1
Data\Train\Images\384_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\384_1.jpg,0.316,0.264,0.716,0.768,1
Data\Train\Images\3850_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3851_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3851_1.jpg,0.28,0.28,0.628,0.752,1
Data\Train\Images\3854_1.jpg,0.34,0.232,0.712,0.74,1
Data\Train\Images\3855_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3856_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3857_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3858_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3859_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3859_1.jpg,0.26,0.292,0.64,0.788,1
Data\Train\Images\385_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3860_1.jpg,0.292,0.26,0.7,0.812,1
Data\Train\Images\3861_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3862_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3862_1.jpg,0.356,0.26,0.716,0.716,1
Data\Train\Images\3863_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3864_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3865_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3866_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3866_1.jpg,0.348,0.264,0.712,0.748,1
Data\Train\Images\3867_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3867_1.jpg,0.368,0.272,0.724,0.732,1
Data\Train\Images\3868_1.jpg,0.296,0.268,0.656,0.74,1
Data\Train\Images\386_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\386_1.jpg,0.324,0.284,0.696,0.752,1
Data\Train\Images\3871_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3872_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3873_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3874_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3875_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3875_1.jpg,0.296,0.28,0.644,0.736,1
Data\Train\Images\3876_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3877_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3877_1.jpg,0.328,0.276,0.672,0.732,1
Data\Train\Images\3878_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\387_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\387_1.jpg,0.252,0.256,0.652,0.792,1
Data\Train\Images\3881_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3881_1.jpg,0.32,0.288,0.66,0.744,1
Data\Train\Images\3882_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3883_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3884_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3884_1.jpg,0.272,0.28,0.644,0.744,1
Data\Train\Images\3885_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3886_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3887_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3889_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\388_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3890_1.jpg,0.296,0.268,0.68,0.776,1
Data\Train\Images\3891_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3892_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3892_1.jpg,0.296,0.28,0.636,0.728,1
Data\Train\Images\3894_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3895_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3895_1.jpg,0.14,0.232,0.612,0.856,1
Data\Train\Images\3896_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3897_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3898_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3899_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3899_1.jpg,0.352,0.24,0.728,0.724,1
Data\Train\Images\389_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\38_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3900_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3901_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3901_1.jpg,0.32,0.26,0.66,0.716,1
Data\Train\Images\3902_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3903_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3903_1.jpg,0.34,0.288,0.672,0.72,1
Data\Train\Images\3904_1.jpg,0.292,0.268,0.664,0.756,1
Data\Train\Images\3905_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3905_1.jpg,0.32,0.272,0.668,0.732,1
Data\Train\Images\3906_1.jpg,0.316,0.264,0.656,0.736,1
Data\Train\Images\3907_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3907_1.jpg,0.372,0.276,0.748,0.792,1
Data\Train\Images\3908_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3909_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\390_1.jpg,0.336,0.3,0.704,0.764,1
Data\Train\Images\3910_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3910_1.jpg,0.364,0.264,0.736,0.752,1
Data\Train\Images\3911_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3912_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3914_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3914_1.jpg,0.308,0.288,0.688,0.76,1
Data\Train\Images\3915_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3916_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3916_1.jpg,0.3,0.248,0.68,0.776,1
Data\Train\Images\3917_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3917_1.jpg,0.3,0.264,0.708,0.796,1
Data\Train\Images\3918_1.jpg,0.332,0.252,0.708,0.744,1
Data\Train\Images\3919_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\391_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3920_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3921_1.jpg,0.312,0.26,0.688,0.744,1
Data\Train\Images\3922_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3922_1.jpg,0.284,0.26,0.648,0.752,1
Data\Train\Images\3923_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3923_1.jpg,0.336,0.28,0.7,0.736,1
Data\Train\Images\3924_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3924_1.jpg,0.28,0.252,0.644,0.728,1
Data\Train\Images\3925_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3926_1.jpg,0.328,0.276,0.676,0.732,1
Data\Train\Images\3927_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3927_1.jpg,0.336,0.296,0.684,0.74,1
Data\Train\Images\3928_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3929_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\392_1.jpg,0.324,0.28,0.696,0.748,1
Data\Train\Images\3930_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3930_1.jpg,0.308,0.26,0.736,0.808,1
Data\Train\Images\3931_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3933_1.jpg,0.34,0.28,0.724,0.76,1
Data\Train\Images\3934_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3935_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3936_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3937_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3939_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\393_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\393_1.jpg,0.288,0.232,0.68,0.756,1
Data\Train\Images\3940_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3942_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3943_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3943_1.jpg,0.312,0.28,0.664,0.74,1
Data\Train\Images\3944_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3944_1.jpg,0.276,0.284,0.632,0.74,1
Data\Train\Images\3945_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3945_1.jpg,0.34,0.28,0.716,0.744,1
Data\Train\Images\3946_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3947_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3947_1.jpg,0.256,0.264,0.64,0.748,1
Data\Train\Images\3948_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3949_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3950_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3950_1.jpg,0.276,0.264,0.656,0.764,1
Data\Train\Images\3951_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3951_1.jpg,0.352,0.26,0.712,0.756,1
Data\Train\Images\3952_1.jpg,0.348,0.26,0.7,0.732,1
Data\Train\Images\3953_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3953_1.jpg,0.276,0.272,0.648,0.74,1
Data\Train\Images\3954_1.jpg,0.324,0.292,0.672,0.764,1
Data\Train\Images\3955_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3957_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3958_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\395_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3960_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3961_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3961_1.jpg,0.3,0.276,0.676,0.752,1
Data\Train\Images\3962_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3964_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3965_1.jpg,0.304,0.292,0.668,0.764,1
Data\Train\Images\3967_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3968_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3969_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3969_1.jpg,0.324,0.284,0.688,0.74,1
Data\Train\Images\396_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3970_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3970_1.jpg,0.328,0.26,0.676,0.728,1
Data\Train\Images\3972_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3973_1.jpg,0.368,0.284,0.708,0.72,1
Data\Train\Images\3974_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3974_1.jpg,0.3,0.284,0.676,0.76,1
Data\Train\Images\3975_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3976_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3976_1.jpg,0.336,0.276,0.712,0.736,1
Data\Train\Images\3977_1.jpg,0.276,0.256,0.7,0.808,1
Data\Train\Images\3978_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3979_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3979_1.jpg,0.308,0.288,0.668,0.736,1
Data\Train\Images\3980_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3981_1.jpg,0.296,0.296,0.628,0.724,1
Data\Train\Images\3982_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3982_1.jpg,0.356,0.268,0.712,0.752,1
Data\Train\Images\3983_1.jpg,0.28,0.276,0.62,0.732,1
Data\Train\Images\3984_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3985_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3985_1.jpg,0.272,0.268,0.676,0.796,1
Data\Train\Images\3986_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3987_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3988_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3989_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\398_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\398_1.jpg,0.28,0.26,0.668,0.764,1
Data\Train\Images\3990_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3990_1.jpg,0.344,0.244,0.716,0.76,1
Data\Train\Images\3991_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3991_1.jpg,0.332,0.316,0.688,0.76,1
Data\Train\Images\3992_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3992_1.jpg,0.34,0.284,0.704,0.76,1
Data\Train\Images\3993_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3994_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3994_1.jpg,0.256,0.276,0.648,0.76,1
Data\Train\Images\3995_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3996_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3996_1.jpg,0.272,0.296,0.624,0.74,1
Data\Train\Images\3997_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3997_1.jpg,0.304,0.272,0.728,0.82,1
Data\Train\Images\3998_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3999_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\399_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\399_1.jpg,0.22,0.264,0.664,0.836,1
Data\Train\Images\39_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\3_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4001_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4002_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4003_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4003_1.jpg,0.3,0.268,0.668,0.74,1
Data\Train\Images\4004_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4005_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4005_1.jpg,0.312,0.272,0.676,0.748,1
Data\Train\Images\4006_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4007_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4008_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4009_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\400_1.jpg,0.292,0.248,0.664,0.736,1
Data\Train\Images\4010_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4011_1.jpg,0.324,0.24,0.688,0.72,1
Data\Train\Images\4012_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4013_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4014_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4014_1.jpg,0.276,0.28,0.656,0.768,1
Data\Train\Images\4015_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4015_1.jpg,0.28,0.268,0.628,0.724,1
Data\Train\Images\4017_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4018_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4018_1.jpg,0.332,0.268,0.756,0.804,1
Data\Train\Images\4019_1.jpg,0.3,0.26,0.688,0.756,1
Data\Train\Images\401_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4020_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4021_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4022_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4023_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4023_1.jpg,0.32,0.292,0.672,0.716,1
Data\Train\Images\4024_1.jpg,0.308,0.296,0.656,0.74,1
Data\Train\Images\4025_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4026_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4026_1.jpg,0.316,0.288,0.66,0.712,1
Data\Train\Images\4027_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4028_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4029_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4029_1.jpg,0.296,0.26,0.696,0.764,1
Data\Train\Images\402_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\402_1.jpg,0.36,0.244,0.78,0.836,1
Data\Train\Images\4030_1.jpg,0.328,0.268,0.716,0.748,1
Data\Train\Images\4031_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4031_1.jpg,0.284,0.268,0.668,0.728,1
Data\Train\Images\4032_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4033_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4034_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4035_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4036_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4036_1.jpg,0.292,0.26,0.676,0.736,1
Data\Train\Images\4037_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4038_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4039_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4039_1.jpg,0.336,0.264,0.708,0.74,1
Data\Train\Images\403_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4040_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4041_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4041_1.jpg,0.272,0.276,0.664,0.752,1
Data\Train\Images\4042_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4042_1.jpg,0.356,0.3,0.668,0.712,1
Data\Train\Images\4043_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4043_1.jpg,0.312,0.272,0.696,0.756,1
Data\Train\Images\4045_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4046_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4047_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4048_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4049_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4049_1.jpg,0.272,0.272,0.68,0.764,1
Data\Train\Images\4050_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4050_1.jpg,0.32,0.288,0.688,0.744,1
Data\Train\Images\4053_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4053_1.jpg,0.34,0.256,0.736,0.776,1
Data\Train\Images\4054_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4056_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4057_1.jpg,0.28,0.264,0.656,0.772,1
Data\Train\Images\4059_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\4059_1.jpg,0.336,0.244,0.732,0.776,1
Data\Train\Images\405_0.jpg,0.0,0.0,0.0,0.0,0
